cont,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
2435,0.1934556809,0.7965647772,0.7821944918,0.8025214903,0.08358341173,0.08003813047,0.008275701979,0.4470909584,0.2582636919,0.7511244393,0.8016023826,0.6649203483,0.1921183352,0.9997491381,0.6212981769,0.040860214,0.3931379557,0.3927038627,0.1487850197,0
2436,0.1995084202,0.8276221865,0.815441305,0.8487757197,0.09387836712,0.05610691996,0.003831435735,0.4643007859,0.2167153498,0.7826086964,0.8471237042,0.5723019495,0.1962313585,0.9997491381,0.6748909807,0.040860214,0.4049320944,0.4045064378,0.1583487335,0
2437,0.2404125353,0.8230803188,0.7906098945,0.9012673063,0.1706108623,0.05019721742,0.003845508732,0.5538612746,0.2945714739,0.7287234036,0.842444945,0.6838845836,0.1967244352,0.9905847843,0.3612447583,0.040860214,0.3974267334,0.3969957082,0.09698329233,0
2438,0.1983568363,0.9017265956,0.8118113616,0.8949943475,0.1424819392,0.06391465255,0.005663387731,0.4492149103,0.2035057461,0.8631578964,0.8811006491,0.4712942429,0.1925950821,0.9905847843,0.7723328183,0.5053763435,0.4349535382,0.4248927039,0.141800377,0
2439,0.1856165006,0.8441169294,0.8146501613,0.8530643092,0.09886064761,0.07278171584,0.006899779305,0.4524545211,0.2465036636,0.7885906036,0.8403249453,0.6017213622,0.1962313585,0.9637165684,0.8138804474,0.5569892468,0.4038598999,0.3927038627,0.1859949861,0
2440,0.1691835843,0.7765334816,0.7823313049,0.7878493434,0.06921006059,0.07048811215,0.005853229336,0.3914642524,0.2038478263,0.7030201357,0.7994368031,0.6127017137,0.2015089596,0.9815257701,0.231058669,0.040860214,0.2666190136,0.2660944206,0.09876728225,0
2441,0.1590230647,0.824683688,0.832055295,0.8545470325,0.08220156086,0.07242597404,0.00696794791,0.4171035622,0.2044519108,0.7458143071,0.8437696401,0.6507445627,0.1940366451,0.9905847843,0.723775893,0.402150537,0.4799857041,0.4721030043,0.1329288253,0
2442,0.1974519659,0.8352667166,0.7891339124,0.8630739215,0.1351002558,0.04583328415,0.002489882233,0.4865318895,0.2516826637,0.8758503393,0.8276858976,0.6143978264,0.2030585993,0.9815257701,0.4109235792,0.040860214,0.3995711222,0.3991416309,0.1101176329,0
2443,0.4722097476,0.8054485725,0.7875788103,0.8322841934,0.1068530119,0.06506057674,0.004940932122,0.5945820259,0.4430527976,0.8409356714,0.7424275885,0.7149671767,0.2054191589,0.9815257701,0.5285493584,0.040860214,0.353466762,0.3530042918,0.1355927432,0
2444,0.3001098493,0.787607935,0.7839010275,0.7720317235,0.05223578136,0.07381859615,0.006242228495,0.5026743434,0.3949531423,0.6941896036,0.7623170376,0.6148089352,0.2020233944,0.9997491381,0.4669167954,0.1956989238,0.4263759828,0.4227467811,0.1454086893,0
2445,0.3290901801,0.7475133798,0.7704562984,0.8143618214,0.1072727749,0.1306601957,0.02080410103,0.4385307979,0.3590725049,0.6913907286,0.7535795736,0.5445225561,0.1969717147,0.9209154423,0.3551578767,0.040860214,0.4070764832,0.4066523605,0.08643596912,0
2446,0.3853745648,0.7520108119,0.7439388161,0.7537178159,0.07602368132,0.09474454307,0.01110967493,0.5098489495,0.4116695444,0.7078260857,0.7110503079,0.660652223,0.1940366451,0.9637165684,0.3759201318,0.040860214,0.3834882059,0.3830472103,0.07092265962,0
2447,0.4553000384,0.7698775393,0.7491288348,0.8074879424,0.1227810647,0.05711631759,0.003913407645,0.6966762576,0.5720550048,0.7195902679,0.7168694502,0.6105134799,0.2054191589,0.9997491381,0.4191127786,0.040860214,0.2859185132,0.2854077253,0.136183195,0
2448,0.3761824901,0.8256038322,0.7768051595,0.832520365,0.1182841472,0.05295988494,0.003528909692,0.6552319478,0.4979926009,0.8060453393,0.7726267689,0.6702764939,0.1992197099,0.9815257701,0.4964731847,0.040860214,0.2719799857,0.2714592275,0.135261729,0
2449,0.4192872036,0.770388033,0.7525528241,0.7616293696,0.07474087219,0.06499351837,0.004829815071,0.6106123965,0.4889119891,0.7703889571,0.7016376753,0.6087627402,0.1987166335,0.9905847843,0.5662326197,0.040860214,0.3684774839,0.3680257511,0.1335638183,0
2450,0.3557864639,0.8301144471,0.805976886,0.8808258898,0.1348058739,0.06188026786,0.00479644588,0.5353023552,0.3699102861,0.7346326821,0.8091337335,0.5769244859,0.1933137303,0.9905847843,0.4569129833,0.040860214,0.3470335954,0.3465665236,0.09455206328,0
2451,0.3711422675,0.7873146522,0.790418565,0.7699799249,0.04346896107,0.09146758073,0.009470896583,0.5413156185,0.4871749932,0.7142857143,0.7401243205,0.692310152,0.1964776498,0.9905847843,0.4450580753,0.040860214,0.416726233,0.4163090129,0.1004345915,0
2452,0.3281176489,0.8034352891,0.7893117868,0.7812512068,0.05555220914,0.08242009221,0.007714934327,0.4806227578,0.3983116079,0.7829059821,0.7641730974,0.6484361176,0.192834158,0.9905847843,0.2772235711,0.040860214,0.3770550393,0.3766094421,0.08335116443,0
2453,0.5098975694,0.8155086918,0.767037938,0.8258914071,0.1220100715,0.06172968026,0.005130903628,0.6864896098,0.53416396,0.7763888893,0.7275215071,0.6935620535,0.1937951966,0.9997491381,0.503902819,0.040860214,0.5046461758,0.5042918455,0.1297468944,0
2454,0.2077306363,0.8780408572,0.8241342874,0.9171311255,0.1511403391,0.04081993464,0.001683546418,0.439870204,0.1733971582,0.8281690143,0.8836157651,0.789277985,0.2038405959,0.9905847843,0.169763849,0.040860214,0.1272337384,0.1266094421,0.09227559185,0
2455,0.3702703348,0.7390107395,0.7384144876,0.7399506975,0.0684144069,0.07968897278,0.007155896888,0.5957166824,0.5345842354,0.693396225,0.6840335401,0.6096295832,0.197716533,0.9549628925,0.6035392548,0.040860214,0.3781272337,0.3776824034,0.1507874949,0
2456,0.2164620774,0.7733255565,0.7794723165,0.7850294743,0.06944763202,0.07700892341,0.007466653258,0.4086775441,0.2416974189,0.710323575,0.7836380667,0.5876349867,0.2035793951,0.9044498746,0.5881750777,0.4537634403,0.5496783417,0.5407725322,0.1231424327,0
2457,0.5112452734,0.8404228543,0.7556667148,0.8911940301,0.1971730671,0.05288711318,0.003305684754,0.7066173331,0.5783320951,0.8112903214,0.7515331666,0.6355259149,0.1930737075,0.9997491381,0.3441716752,0.040860214,0.3556111508,0.3551502146,0.1557889873,0
2458,0.444954894,0.7694629338,0.6810662426,0.8121388166,0.1980611987,0.08098637684,0.008621712087,0.7475801555,0.6139129816,0.7241847821,0.7120130516,0.6490337085,0.2122131841,0.9815257701,0.4826359587,0.040860214,0.4349535382,0.4345493562,0.1200912175,0
2459,0.5474664768,0.7948922612,0.5228003196,0.8141949835,0.3646148293,0.07176012955,0.00633422065,0.777738551,0.697239093,0.8296296286,0.6621660773,0.6125495094,0.1937951966,0.9997491381,0.6236150958,0.040860214,0.4703359543,0.4699570815,0.1002130721,0
2460,0.3329070409,0.7862301923,0.7912143623,0.7560233851,0.02910450892,0.09882077732,0.01146731286,0.4142451373,0.3521454824,0.7610619464,0.7423030657,0.6020018571,0.1945209728,0.9815257701,0.6956182197,0.1956989238,0.4928520372,0.4892703863,0.1823552068,0
2461,0.47565449,0.7674593167,0.6051693906,0.8171682211,0.2818542563,0.07492429624,0.007111689228,0.7804247931,0.7246271868,0.7161961357,0.6828253114,0.6109261485,0.1935542267,0.9377489602,0.4575008099,0.040860214,0.3942101501,0.393776824,0.1046636794,0
2462,0.5454218272,0.6860912927,0.3836057453,0.7441824467,0.4414364574,0.08511489592,0.01249997982,0.9088714923,0.8429704347,0.7034596393,0.5620831516,0.6014670494,0.1921183352,0.9815257701,0.2970016078,0.040860214,0.3588277341,0.3583690987,0.09337745108,0
2463,0.5463320222,0.7431848548,0.375588391,0.7322166228,0.4381664895,0.1148187785,0.016107674,0.8202450074,0.7372553347,0.73447205,0.5687496808,0.6873376039,0.2075546669,0.9905847843,0.4637748038,0.040860214,0.4649749821,0.4645922747,0.1530369857,0
2464,0.5572228069,0.6448070428,0.3657911718,0.7544920723,0.4699591324,0.07042052531,0.009357320779,0.9001665954,0.7924321404,0.6984785607,0.5585188924,0.6284454642,0.2054191589,0.9997491381,0.34024433,0.040860214,0.3802716226,0.3798283262,0.08401239258,0
2465,0.5316287828,0.8464057854,0.7534262119,0.8853353508,0.1938200966,0.0372174112,0.001526908679,0.7639225346,0.5868786223,0.7699594036,0.7532525437,0.6907370682,0.1916434565,0.9997491381,0.2887289271,0.040860214,0.2065761258,0.2060085837,0.1130577714,0
2466,0.2368604975,0.8410126047,0.8118419866,0.8477229706,0.09659971135,0.04961553554,0.002805294467,0.4665632567,0.2646725777,0.81862745,0.84430993,0.7036027553,0.1916434565,0.9905847843,0.2770988486,0.4537634403,0.3170121515,0.3079399142,0.1081072671,0
2467,0.4798231101,0.7849466474,0.6220965021,0.8085890034,0.2559327282,0.08034521307,0.008231910901,0.738950115,0.6355710031,0.7621082607,0.699655199,0.651252727,0.1911704306,0.9905847843,0.3952504965,0.040860214,0.3727662616,0.3723175966,0.07301314776,0
2468,0.3167570572,0.8061028864,0.8041440302,0.8344151207,0.09169595654,0.06826567547,0.005736701809,0.4666521795,0.3192502973,0.7350877179,0.8092279484,0.7546411363,0.1952510823,0.9905847843,0.1585568422,0.040860214,0.1443888492,0.143776824,0.08521865088,0
2469,0.5251741035,0.7866042503,0.7611628057,0.7997993858,0.1028111336,0.073217794,0.007226334273,0.6527823811,0.5121602792,0.7481481464,0.698903713,0.6937182728,0.195495418,0.9905847843,0.5705193679,0.040860214,0.5496783417,0.5493562232,0.1568097578,0
2470,0.4550075402,0.7778966829,0.7607170352,0.7830518071,0.08703048844,0.07433527157,0.006412008148,0.5510109739,0.4491382928,0.79944675,0.6954208996,0.5540693957,0.2022814043,0.9905847843,0.5480762156,0.040860214,0.3727662616,0.3723175966,0.1442198564,0
2471,0.50126133,0.5473157645,0.3998735245,0.7346431777,0.4152692836,0.0261799005,0.003070881762,0.9512294522,0.8538431078,0.7582089536,0.5276152933,0.6830780742,0.198967917,0.9997491381,0.5035785224,0.040860214,0.3566833452,0.356223176,0.1109776793,0
2472,0.2386349067,0.8408770043,0.8289852821,0.8690603321,0.0994706764,0.05008391971,0.003159871854,0.4933168034,0.2692678541,0.7589403964,0.8494615113,0.642190775,0.1930737075,0.9997491381,0.5360717671,0.4537634403,0.4338813438,0.4248927039,0.1481971999,0
2473,0.4079095652,0.810918964,0.8001221488,0.8221251167,0.0839572071,0.0717907343,0.005756875167,0.5646249651,0.4506093952,0.8302325571,0.7507030823,0.6595227957,0.1967244352,0.9905847843,0.465097073,0.040860214,0.2902072909,0.2896995708,0.09622642768,0
2474,0.5178835353,0.8069449566,0.6542014527,0.8453510263,0.2582080922,0.06204857377,0.004878234805,0.7349284487,0.6145766014,0.7733142036,0.7107757712,0.6665313843,0.192834158,0.9997491381,0.4298233086,0.040860214,0.2977126519,0.2972103004,0.07603855783,0
2475,0.2342549771,0.8360580056,0.82282735,0.8376311019,0.07538901727,0.08007988162,0.008180408919,0.4397275059,0.301543539,0.7934936357,0.823611869,0.7037850413,0.2051547056,0.9997491381,0.4375193114,0.040860214,0.3170121515,0.3165236052,0.139304633,0
2476,0.2478080462,0.81363592,0.8286945387,0.8933707836,0.1233526532,0.08578239683,0.00945189726,0.4028940565,0.2539350695,0.726495725,0.8423346977,0.7119089913,0.2164656881,0.9725702833,0.3898855502,0.040860214,0.2784131523,0.2778969957,0.1012877416,0
2477,0.2840019356,0.8370041118,0.7978471888,0.8849882533,0.1472960772,0.06002080295,0.004994088889,0.4871273423,0.2843113846,0.70341615,0.8345004715,0.6994579281,0.1933137303,0.9815257701,0.3200266644,0.040860214,0.2065761258,0.2060085837,0.1590255208,0
2478,0.2292898035,0.8243173542,0.8231187409,0.8245953896,0.06244218445,0.07550589898,0.007045214439,0.442935795,0.2661640347,0.7848911643,0.8200969958,0.6840053331,0.1935542267,0.9815257701,0.2528713308,0.040860214,0.381343817,0.3809012876,0.09177775842,0
2479,0.188759788,0.8114682829,0.8081638599,0.8465850847,0.09932041604,0.07952484479,0.00914852181,0.4209818688,0.2085583138,0.7644444429,0.8387630387,0.6501537054,0.1935542267,0.9725702833,0.31191925,0.040860214,0.260185847,0.2596566524,0.0916920321,0
2480,0.1678399459,0.7962881378,0.8061318564,0.804582134,0.06069288742,0.09592042992,0.01205790878,0.3331692459,0.1878089971,0.7122807,0.8222706977,0.6510325657,0.2051547056,0.9905847843,0.3927231453,0.4537634403,0.2805575411,0.2714592275,0.1215941668,0
2481,0.4156172936,0.7625346916,0.7741149122,0.7782166304,0.06841002263,0.09147305799,0.01021023651,0.6153275365,0.5285497377,0.7076923071,0.7136378878,0.6578026484,0.2048907977,0.9815257701,0.4198258151,0.040860214,0.5067905647,0.5064377682,0.1076765623,0
2482,0.2697512605,0.7395231153,0.759867122,0.7303359654,0.03678301452,0.120701985,0.01739133058,0.391232763,0.3420060331,0.67718795,0.7288752965,0.5850381542,0.1911704306,0.9044498746,0.4219465901,0.1440860206,0.3448892066,0.3422746781,0.1149860672,0
2483,0.4731528907,0.7293973536,0.6135076601,0.7270687398,0.1857933608,0.09258585211,0.01036406689,0.7038108425,0.6290999618,0.6820744071,0.6471909084,0.6156459491,0.1911704306,0.9905847843,0.4629962626,0.4537634403,0.267691208,0.258583691,0.1148021742,0
2484,0.3814555267,0.8313996144,0.7803382059,0.8373193675,0.1192653542,0.06182910543,0.004692522851,0.563840144,0.3925749492,0.6827957,0.7839626647,0.6375292538,0.1935542267,0.9997491381,0.4483982139,0.040860214,0.5046461758,0.5042918455,0.09313333125,0
2485,0.1365382037,0.7924314172,0.7627674671,0.7804097163,0.08233585354,0.09440573788,0.01243079247,0.3217962129,0.1766492955,0.6651982393,0.7943975847,0.6261239473,0.1952510823,0.9815257701,0.5912212599,0.040860214,0.5496783417,0.5493562232,0.09662204356,0
2486,0.2024931585,0.8221485183,0.8345637993,0.7921517232,0.01907361575,0.09357125927,0.0104365655,0.3326306751,0.2238622234,0.7891414143,0.8257449636,0.6604165183,0.1940366451,0.9997491381,0.685844987,0.040860214,0.4049320944,0.4045064378,0.1164705925,0
2487,0.1353842877,0.8056666785,0.8044838312,0.7826353977,0.04111943885,0.1005564779,0.01334090962,0.3274226318,0.2059708385,0.7649572643,0.8037574123,0.639338987,0.1940366451,0.9815257701,0.4748464823,0.040860214,0.303073624,0.3025751073,0.1319580068,0
2488,0.1937626048,0.8108013775,0.8084036601,0.8459581628,0.09846300379,0.06849845108,0.006353073172,0.44671809,0.2476388615,0.7303207,0.8278166208,0.6214643429,0.1940366451,0.9997491381,0.323604061,0.040860214,0.1883488206,0.1877682403,0.1666164223,0
2489,0.254744069,0.8603191448,0.8147702576,0.8734245539,0.1184839894,0.05384614356,0.003189728361,0.4774494642,0.2816131457,0.8522050071,0.8401133524,0.654001643,0.1984658544,0.9997491381,0.5168206323,0.040860214,0.4220872051,0.4216738197,0.1547715642,0
2490,0.1462794476,0.7822356175,0.7857121812,0.7575111058,0.0362684847,0.07688606956,0.006531857123,0.3076257627,0.1907349438,0.7396528714,0.7849194204,0.6963613565,0.1937951966,0.9997491381,0.3351672605,0.040860214,0.2827019299,0.2821888412,0.1314798082,0
2491,0.2570082418,0.7875263605,0.7959689295,0.8545813154,0.1197561324,0.09021410601,0.01045210802,0.4404972661,0.2971734867,0.7364238393,0.8151734458,0.6439079509,0.1921183352,0.9905847843,0.5072009843,0.040860214,0.275196569,0.2746781116,0.1277309053,0
2492,0.2817330987,0.7617402178,0.7494125412,0.7908021319,0.1063018469,0.09404334532,0.01355965662,0.5402656152,0.3832228711,0.6637037036,0.7604826437,0.5914088983,0.1914067119,0.9815257701,0.4176717255,0.040860214,0.396354539,0.3959227468,0.09682570323,0
2493,0.1646873922,0.845512886,0.8173962077,0.8518450128,0.09482276224,0.0563015756,0.00368063802,0.4103785343,0.1998913452,0.8276353286,0.8454643856,0.6222727252,0.1999781562,0.9997491381,0.320247186,0.040860214,0.7716225876,0.7714592275,0.08249738481,0
2494,0.3462072466,0.856593713,0.840913239,0.8270287031,0.04630026566,0.1020027616,0.0131464982,0.4422125406,0.3427784116,0.8117977536,0.8106026388,0.7066166943,0.2007412239,0.9905847843,0.3249132242,0.09247311728,0.2837741244,0.2821888412,0.0630446673,0
2495,0.4816854668,0.7711525367,0.7518182363,0.783035427,0.09626725525,0.07490287868,0.006988570972,0.6561821343,0.5451601203,0.7130919214,0.6907813498,0.6605556069,0.1979658041,0.9815257701,0.362681018,0.040860214,0.275196569,0.2746781116,0.09297287956,0
2496,0.1381032743,0.8098487019,0.7856335386,0.8128907932,0.09006521591,0.0512829685,0.002783439454,0.3698973186,0.1598542912,0.8211009179,0.8175892514,0.7445595219,0.2041023371,0.9997491381,0.3514340822,0.040860214,0.3834882059,0.3830472103,0.06550813663,0
2497,0.1644480361,0.7899194563,0.7863419406,0.7728076326,0.05045039189,0.06972243681,0.005928493693,0.3888636457,0.2397516431,0.7466666679,0.7911802506,0.5894761527,0.1914067119,0.9997491381,0.3734804678,0.040860214,0.2998570407,0.2993562232,0.1046112241,0
2498,0.2769617131,0.8646390624,0.8190102573,0.8760683799,0.1166397362,0.04916940419,0.002549807173,0.4661416223,0.2680004823,0.8917378929,0.842010147,0.6116777343,0.1914067119,0.9637165684,0.4743918314,0.040860214,0.5496783417,0.5493562232,0.08055407579,0
2499,0.2719491863,0.7990612976,0.7842324155,0.8795578911,0.1561851144,0.0560356725,0.004083674995,0.5045011586,0.3151437814,0.6946308714,0.8165528113,0.6892591781,0.1967244352,0.9463075685,0.4070420861,0.040860214,0.3095067906,0.3090128755,0.1427558443,0
2500,0.3122776333,0.8196806373,0.7810901943,0.8653710447,0.1456918989,0.04917047955,0.003334569387,0.5890070605,0.3856802903,0.7067773179,0.8039020569,0.6447789955,0.1984658544,0.9997491381,0.4015107664,0.040860214,0.4542530379,0.4538626609,0.08519394084,0
2501,0.1533277498,0.7863603821,0.7552536735,0.7848858184,0.09448997795,0.05963177898,0.004185524912,0.4329229492,0.1744605301,0.6545842214,0.7870386314,0.7708207551,0.12526587,0.9815257701,0.2895608034,0.3849462359,0.3127233738,0.3050786838,0.2022168138,0
2502,0.1166836386,0.6817890735,0.6701104886,0.6592239032,0.06113435718,0.06936684062,0.00546745038,0.3886596439,0.2026626073,0.6553398071,0.671542027,0.6314999259,0.04169662664,0.9815257701,0.217578052,0.3333333326,0.3084345961,0.3018597997,0.1578297787,0
2503,0.2061497262,0.684719536,0.6775934507,0.699956066,0.09286157672,0.07427136366,0.007347207236,0.5086092573,0.3208730585,0.6511627893,0.6928586738,0.5165809952,0.1945209728,0.9997491381,0.7274884132,0.040860214,0.3277340958,0.3272532189,0.2174365845,0
2504,0.119009642,0.6588247419,0.6723424935,0.6254092073,0.02601538191,0.08705008922,0.008351761734,0.2641128953,0.1826220025,0.6086956536,0.6643500927,0.5177511154,0.1918806643,0.9997491381,0.1975722798,0.040860214,0.1722659042,0.1716738197,0.1076720438,0
2505,0.140394823,0.7120191338,0.6992806005,0.6905535598,0.06119219008,0.06644447223,0.005189482238,0.4033292313,0.2113949408,0.706460675,0.6995480402,0.5792791548,0.1992197099,0.9997491381,0.4051026263,0.040860214,0.5496783417,0.5493562232,0.07041340373,0
2506,0.1560391004,0.7061457931,0.7214007536,0.6924087708,0.03999188025,0.08479495707,0.008716035183,0.3896426109,0.2542545385,0.6640625,0.7145769349,0.6024218745,0.1935542267,0.9549628925,0.4512680758,0.040860214,0.3213009292,0.3208154506,0.1332461464,0
2507,0.216200804,0.7494844973,0.7248982826,0.8189619849,0.1591042603,0.0436070355,0.002626004846,0.5841704966,0.2797202704,0.6858190714,0.770383394,0.5732209754,0.2038405959,0.9997491381,0.5675568307,0.040860214,0.3502501787,0.3497854077,0.1737336074,0
2508,0.211778175,0.7484409725,0.7023124333,0.7966669364,0.1609633704,0.036596822,0.001739181448,0.6126692587,0.2632488924,0.6438356179,0.7629443172,0.5646554176,0.1957402425,0.9997491381,0.5448130532,0.040860214,0.3523945675,0.3519313305,0.1417286869,0
2509,0.2382210278,0.7486865989,0.7029455919,0.8274250321,0.1901385326,0.04840708869,0.003773991835,0.6292579169,0.2814548472,0.7070707071,0.7734723755,0.635641216,0.1964776498,0.9997491381,0.2647028076,0.040860214,0.2709077913,0.2703862661,0.0925913428,0
2510,0.1258723803,0.7575412114,0.7445092354,0.7990231904,0.1193740607,0.07515442011,0.00862832377,0.4597980924,0.1587362546,0.7116704821,0.7725288092,0.619773459,0.2083647069,0.9997491381,0.6172027047,0.040860214,0.4060042888,0.4055793991,0.1285195061,0
2511,0.1500931199,0.7322927312,0.7321399311,0.7363514706,0.07144743452,0.06287739712,0.004431734121,0.4197997819,0.2391870979,0.6950549464,0.7391101036,0.6403002876,0.2043646135,0.9905847843,0.6117854778,0.040860214,0.3984989278,0.3980686695,0.10002579,0
2512,0.1702159442,0.6928636147,0.6847969919,0.6765604294,0.06267922993,0.06497535219,0.004687184209,0.4774528791,0.2705681093,0.6558441571,0.6961662703,0.5089730251,0.1911704306,0.9815257701,0.8758920031,0.040860214,0.4306647605,0.4302575107,0.127301509,0
2513,0.1345386991,0.7959839539,0.7617643398,0.7754044178,0.07852403192,0.05629770176,0.00363139649,0.4146857652,0.192713438,0.7602905571,0.7793948894,0.7084463593,0.197716533,0.9905847843,0.5120723901,0.040860214,0.3716940672,0.3712446352,0.1081485842,0
2514,0.1655252726,0.734974818,0.7350085949,0.7202067989,0.05280534185,0.08356209861,0.008928063259,0.4498077619,0.2696775013,0.7058823536,0.7346673469,0.6279730607,0.2124924646,0.9997491381,0.734558754,0.040860214,0.6065046462,0.606223176,0.1143716539,0
2515,0.2357024953,0.7660597598,0.7691305724,0.7564220263,0.05245311022,0.07609696444,0.006687406094,0.4785599411,0.3210586664,0.7359249321,0.7600821204,0.6688171899,0.2164656881,0.9997491381,0.4199497799,0.040860214,0.353466762,0.3530042918,0.1651488065,0
2516,0.2001922093,0.7410751598,0.7173541068,0.7881924717,0.1371038535,0.04070456636,0.002128804651,0.5681556759,0.2652846268,0.6977040821,0.7573923353,0.5775601279,0.2238678454,0.9725702833,0.6603556453,0.402150537,0.353466762,0.3454935622,0.1140990284,0
2517,0.1963011869,0.7720553462,0.7297131974,0.8218120505,0.1568622748,0.03673960563,0.001591513539,0.5770112308,0.2730151633,0.7317380357,0.7790415797,0.7037683445,0.1945209728,0.9905847843,0.508442971,0.040860214,0.2612580415,0.2607296137,0.1534061498,0
2518,0.156536304,0.8088853209,0.7814914962,0.823434634,0.104598854,0.05807719193,0.004558073593,0.5095982816,0.2037960646,0.7682038821,0.8048989382,0.6345840023,0.1937951966,0.9997491381,0.6015957863,0.040860214,0.3856325947,0.385193133,0.1277319038,0
2519,0.1910440723,0.8196030869,0.7801041721,0.859255376,0.1407852997,0.06645315493,0.005595695509,0.4819136363,0.2397063635,0.8608017821,0.8218086236,0.6758931258,0.2070174537,0.9997491381,0.4683422695,0.040860214,0.4060042888,0.4055793991,0.1110240599,0
2520,0.07879144161,0.7986884303,0.815113126,0.7640061812,0.01199825538,0.09357963639,0.009768089475,0.1950287982,0.1302283463,0.7582038,0.8063380552,0.6913159851,0.1987166335,0.9905847843,0.5453901546,0.4537634403,0.388849178,0.3798283262,0.1673353237,0
2521,0.164684441,0.7647489741,0.7782521756,0.7816612307,0.06744929796,0.1098337562,0.01640825439,0.4405943954,0.2196164187,0.7072829143,0.7870134756,0.6406715548,0.1918806643,0.9725702833,0.4379243642,0.1440860206,0.3523945675,0.3497854077,0.1186633079,0
2522,0.204958972,0.7370457798,0.7374271503,0.8197270318,0.1468192387,0.07583692788,0.008647028687,0.5420829994,0.2530212858,0.6650426321,0.7738608523,0.6193495036,0.1911704306,0.9905847843,0.497052054,0.040860214,0.3674052895,0.3669527897,0.146656697,0
2523,0.1344079283,0.8037319765,0.8062096937,0.7960134922,0.05230089334,0.08011369377,0.007814318483,0.3960814619,0.1799322568,0.7575301214,0.8126943659,0.7315097693,0.1940366451,0.9997491381,0.3597909436,0.040860214,0.3116511794,0.3111587983,0.1051888731,0
2524,0.2717861587,0.803582414,0.7942284222,0.8529630135,0.1199961947,0.0590831415,0.004696540134,0.5824535497,0.3537818183,0.7455621286,0.8077578862,0.6735849718,0.2051547056,0.9997491381,0.6446658867,0.040860214,0.3867047891,0.3862660944,0.1469764517,0
2525,0.1626741119,0.8236116996,0.7966009389,0.8765009395,0.1403597051,0.0431918368,0.002372410035,0.4480700503,0.1530881303,0.7589285714,0.8483876089,0.6865842221,0.1914067119,0.9905847843,0.3050778399,0.040860214,0.4145818442,0.4141630901,0.08891447533,0
2526,0.1169588114,0.7834036698,0.7629865081,0.8038170394,0.1048117944,0.0472617871,0.002449253764,0.4084593649,0.1367440009,0.7406914893,0.7964542627,0.7103073637,0.2130528062,0.9997491381,0.5368729702,0.4537634403,0.3706218728,0.3615879828,0.06664138347,0
2527,0.1387807688,0.7885737855,0.7837872965,0.7984271547,0.0779560114,0.0733242288,0.006660889641,0.452071745,0.1785795228,0.7417943107,0.8077355024,0.6275862172,0.2048907977,0.9377489602,0.5063229428,0.040860214,0.4456754825,0.44527897,0.1361401404,0
2528,0.1192691302,0.8039578068,0.7773237454,0.8138912092,0.09967578651,0.05061791962,0.002686662394,0.4290453372,0.1479625344,0.7680412357,0.8133678392,0.6597603019,0.1937951966,0.9905847843,0.5311410284,0.040860214,0.3877769836,0.3873390558,0.1194766273,0
2529,0.2847823401,0.7628157786,0.7191505145,0.8531894724,0.1982791839,0.06089928964,0.006434453642,0.6576504228,0.3989462522,0.6355140179,0.7770304767,0.6264156631,0.1930737075,0.9725702833,0.4262268909,0.040860214,0.3909935668,0.3905579399,0.09024553761,0
2530,0.1695329187,0.8800828239,0.8351838103,0.9305190195,0.1526368838,0.03321477188,0.001030563756,0.4915914118,0.1520199833,0.742313325,0.8896472464,0.675684504,0.2038405959,0.9997491381,0.4114985656,0.040860214,0.2805575411,0.2800429185,0.08868472313,0
2531,0.156974267,0.7761678991,0.7370548871,0.7917965658,0.1201154369,0.0421113453,0.002034954076,0.5138017713,0.2088991783,0.7289473679,0.7749374368,0.6180857661,0.2427316648,0.9377489602,0.4757580168,0.040860214,0.4081486776,0.4077253219,0.1281681622,0
2532,0.1727948213,0.7430512084,0.711906697,0.7230039023,0.07953889104,0.08195697549,0.008589236288,0.458862601,0.2807076504,0.7293956036,0.731129443,0.6791994892,0.194278567,0.9997491381,0.544225732,0.040860214,0.3899213724,0.3894849785,0.06060007452,0
2533,0.1403095274,0.7689841684,0.7482878526,0.7875373833,0.1043046488,0.05199875216,0.003017131513,0.4689908504,0.1953383759,0.7942283571,0.7783789724,0.6141189353,0.2051547056,0.9905847843,0.5388908156,0.402150537,0.4124374553,0.4045064378,0.1353626274,0
2534,0.1991498814,0.7382762937,0.6989870446,0.762998009,0.1317641619,0.04593453093,0.002418060543,0.596793598,0.2960674491,0.621359225,0.7363060998,0.5529318782,0.1921183352,0.9997491381,0.426395939,0.2989247304,0.3395282345,0.3336909871,0.1009184563,0
2535,0.1790172232,0.7423140733,0.7327109858,0.7443336029,0.07859585916,0.07012814489,0.006387385811,0.4862200166,0.286024582,0.6990407679,0.7382506039,0.5731961719,0.1930737075,0.9997491381,0.58571943,0.040860214,0.4488920658,0.4484978541,0.1270375302,0
2536,0.1749987114,0.8310156462,0.7584663145,0.8635793589,0.1674775728,0.05725046057,0.005006182799,0.4838804416,0.181260227,0.6648936179,0.8293087458,0.6007173749,0.192834158,0.9997491381,0.6088314687,0.402150537,0.3084345961,0.3004291845,0.2036809386,0
